Region,Provincia,Comuna,Caleta,Especie,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,TOTAL
3,Copiapo,Caldera,BARRANQUILLA,LENGUADO,0,0,0,0.028,0,0,0,0,0.006,0.01,0,0,0.044
3,Copiapo,Caldera,BARRANQUILLA,LENGUADO DE OJOS CHICOS,0,0.014,0.003,0,0,0,0,0.013,0.006,0.003,0.003,0.01,0.052
3,Copiapo,Caldera,BARRANQUILLA,LUCHE,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02
3,Copiapo,Caldera,BARRANQUILLA,MERLUZA COMUN,0,0,0,0,0.032,0,0,0,0,0,0,0,0.032
3,Copiapo,Caldera,BARRANQUILLA,PEJEPERRO,0,0,0,0,0,0,0,0.027,0,0,0,0.024,0.051
3,Copiapo,Caldera,BARRANQUILLA,PEJESAPO,0,0,0.001,0.003,0,0,0,0.017,0,0,0,0,0.021
3,Copiapo,Caldera,BARRANQUILLA,PIURE,0.036,0.031,0.034,0.017,0.022,0,0.013,0.055,0.017,0.026,0.022,0.049,0.322
3,Copiapo,Caldera,BARRANQUILLA,PULPO DEL NORTE,0,0,17.264,19.442,21.509,0,0,11.591,6.942,2.082,0,0,78.83
3,Copiapo,Caldera,BARRANQUILLA,ROLLIZO,0.012,0.098,0,0.004,0.02,0.032,0.091,0.062,0.01,0.006,0.033,0.091,0.459
3,Copiapo,Caldera,BARRANQUILLA,SARGO,0,0.001,0,0,0.005,0,0,0.008,0.002,0,0.003,0,0.019
3,Copiapo,Caldera,BARRANQUILLA,TIBURON SARDINERO,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1
3,Copiapo,Caldera,BARRANQUILLA,TOMOYO,0,0,0.003,0,0,0,0,0,0,0,0,0,0.003
3,Copiapo,Caldera,BARRANQUILLA,"VIDRIOLA, PALOMETA, DORADO O TOREMO",0,0.119,0.117,0.016,0,0,0,0.01,0,0,0,0,0.262
3,Copiapo,Caldera,BARRANQUILLA,VIEJA O MULATA,0,0.014,0,0,0,0.022,0.021,0.002,0,0.033,0.022,0.059,0.173
3,Copiapo,Caldera,CALDERA,ALBACORA O PEZ ESPADA / IVI HEHEU,0,0.234,6.137,121.714,259.06,239.417,131.081,94.582,35.448,22.893,0.258,0,910.824
3,Copiapo,Caldera,CALDERA,ALMEJA,0.366,0.568,0.154,0.269,0.093,0,0.012,0.013,0.017,0,0.117,0.079,1.688
3,Copiapo,Caldera,CALDERA,ANCHOVETA,13130.79,7573.183,0.023,0,9673.423,2933.245,2514.945,1382.315,10.196,6.257,4.849,42.728,37271.954
3,Copiapo,Caldera,CALDERA,APAÑADO,0.133,0.047,0.02,0.034,0.043,0.195,0.019,0,0.004,0.01,0.018,0.043,0.566
3,Copiapo,Caldera,CALDERA,ATUN ALETA AMARILLA / KAHI AVE AVE,0,0,0,0.085,1.182,0.3,0.245,0.062,0,0,0,0,1.874
3,Copiapo,Caldera,CALDERA,ATUN CHAUCHERA,0,0,0,0,0,0,0.114,0.138,0,0,0,0,0.252
3,Copiapo,Caldera,CALDERA,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU",0,0,0,0.04,0,0,0,0,0,0,0,0,0.04
3,Copiapo,Caldera,CALDERA,ATUN NEGRO,0,0,0,0.023,0,0,0,0,0,0,0,0,0.023
3,Copiapo,Caldera,CALDERA,ATUN OJOS GRANDES / KAHI MATA TATA,0,0,0,0,0.306,0,0,0,0,0,0,0,0.306
3,Copiapo,Caldera,CALDERA,AZULEJO,0.303,0,0.294,0.069,0.041,0,0,0.03,0.148,0,0.035,0,0.92
3,Copiapo,Caldera,CALDERA,BABUNCO O BAUNCO,0,0,0,0,0,0,0,0,0,0.009,0,0,0.009
3,Copiapo,Caldera,CALDERA,BACALAO DE PROFUNDIDAD,0,0,12.404,4.936,2.563,0.986,0,0,0,17.396,15.642,9.089,63.016
3,Copiapo,Caldera,CALDERA,BESUGO,0,0,0,0.02,0,0,0,0,0,0,0,0.066,0.086
3,Copiapo,Caldera,CALDERA,BLANQUILLO,0.023,0.027,0.02,0,0,0,0,0,0,0,0,0,0.07
3,Copiapo,Caldera,CALDERA,BONITO,0.01,0.02,0,0,0,0,0,0,0,0,0.271,1,1.301
3,Copiapo,Caldera,CALDERA,BRECA O BILAGAY,0.025,0.097,0.028,0.015,0,0.033,0,0,0.013,0.049,0,0.029,0.289
3,Copiapo,Caldera,CALDERA,BROTULA,0,0,0,0,0,0,0,0,0,0.013,0,0,0.013
3,Copiapo,Caldera,CALDERA,CABALLA,0.1,7.587,2108.409,222.167,0,3.786,15.133,0,0,0,2.47,1065.205,3424.857
3,Copiapo,Caldera,CALDERA,CABRILLA COMUN,0.243,0.258,0.188,0.157,0.054,0.102,0.133,0,0.038,0.116,0.065,0.044,1.398
3,Copiapo,Caldera,CALDERA,CABRILLA ESPAÑOLA,0.589,0.268,0.022,0,0.015,0.051,0.128,0.217,0.057,0.005,0.101,0.344,1.797
3,Copiapo,Caldera,CALDERA,CAMARON NAILON,0,0,0,0,0,0,0.251,0,0,0,0,0,0.251
3,Copiapo,Caldera,CALDERA,CARACOL LOCATE,0,0,0,0.008,0,0,0,0,0,0,0,0,0.008
3,Copiapo,Caldera,CALDERA,CARACOL RUBIO,0,0,0.008,0,0,0,0,0,0,0.001,0,0.038,0.047
3,Copiapo,Caldera,CALDERA,CARACOL TEGULA,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02
3,Copiapo,Caldera,CALDERA,CHICOREA DE MAR,0,0,0,0.3,0,0.03,0.54,0.033,1.121,0,3,0.526,5.55
3,Copiapo,Caldera,CALDERA,CHOCHA,0,0,0,0.006,0,0,0,0,0,0,0,0,0.006
3,Copiapo,Caldera,CALDERA,CHOLGA,0,0,0,0.165,0,0,0,0,0,0,0,0,0.165
3,Copiapo,Caldera,CALDERA,CHORITO,0,0,0.008,0.05,0,0,0,0,0,0.002,0,0.018,0.078
3,Copiapo,Caldera,CALDERA,COJINOBA DEL NORTE / PIAFRI,0.1,0.26,0.135,0,0,0,0,0,0,0,0,0,0.495
3,Copiapo,Caldera,CALDERA,CONGRIO COLORADO,1.505,0.836,0.8,1.27,1.762,0.366,0.827,0,0.04,0.63,0.182,2.72,10.938
3,Copiapo,Caldera,CALDERA,CONGRIO DORADO,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02
3,Copiapo,Caldera,CALDERA,CONGRIO NEGRO,0.016,0,0,0.058,0.112,0.045,0.041,0,0,0.03,0.045,0.13,0.477
3,Copiapo,Caldera,CALDERA,CORVINA,0.015,0.04,0.03,0.612,1.05,0.277,0,0,0.033,0,0,0,2.057
3,Copiapo,Caldera,CALDERA,DORADO DE ALTURA / MAHI MAHI,0,0.766,0.2,0.25,0,0,0,0,0,0,0.22,0,1.436
3,Copiapo,Caldera,CALDERA,EMPERADOR,0,0,0.06,0.072,0.094,0,0.113,0.108,0.037,0,0,0,0.484
3,Copiapo,Caldera,CALDERA,ERIZO,0,1.381,0.53,0.022,1.182,0.3,0.45,0,0.4,7.306,0,0,11.571
3,Copiapo,Caldera,CALDERA,HUIRO,0,0,1.946,0,7.5,0,5.8,10,0,7.5,2,1,35.746
3,Copiapo,Caldera,CALDERA,HUIRO NEGRO O CHASCON,286.929,225.486,412.493,274.207,308.808,199.626,294.737,161.176,131.228,166.029,225.413,245.469,2931.601
3,Copiapo,Caldera,CALDERA,HUIRO PALO,3.067,59.182,101.011,14.763,76.755,117.397,137.812,19.467,4.5,0.8,0.5,0,535.254
3,Copiapo,Caldera,CALDERA,JAIBA MARMOLA,0.007,0,0,0,0,0,0,0,0,0,0,0,0.007
3,Copiapo,Caldera,CALDERA,JAIBA MORA,0.034,0.032,0.29,0.166,0.1,0,0.006,0.1,0,0.004,0,0.006,0.738
3,Copiapo,Caldera,CALDERA,JAIBA PELUDA O PACHONA,1.622,1.982,1.741,2.069,2.696,1.414,2.7,1.695,1.937,3.007,2.64,1.47,24.973
3,Copiapo,Caldera,CALDERA,JAIBA REMADORA,0.01,0.01,0,0,0,0,0,0,0.003,0.002,0,0,0.025
3,Copiapo,Caldera,CALDERA,JERGUILLA,0.008,0,0.04,0,0,0,0,0,0,0.005,0,0,0.053
3,Copiapo,Caldera,CALDERA,JIBIA O CALAMAR ROJO,0,0,0,0,0,0,6.551,210.692,186.605,35.423,1.78,0,441.051
3,Copiapo,Caldera,CALDERA,JUREL,0.25,1.579,2098.501,1086.113,0.202,9.149,12.458,0,0,8.595,52.918,2048.12,5317.885
3,Copiapo,Caldera,CALDERA,LANGOSTINO AMARILLO,0,0,0,0,0,0,0.062,0.044,0,0,0,0,0.106
3,Copiapo,Caldera,CALDERA,LANGOSTINO COLORADO,0,0,0,0,0,0,0.06,0.137,0,0,0,0,0.197
3,Copiapo,Caldera,CALDERA,LAPA NEGRA,0.255,0.233,0.118,0.245,0.404,0.071,0.155,0.277,0.14,0.089,0.109,0.334,2.43
3,Copiapo,Caldera,CALDERA,LAPA ROSADA,0,0.017,0,0,0.003,0.02,0,0,0,0.07,0,0.008,0.118
3,Copiapo,Caldera,CALDERA,LECHUGUILLA,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002
3,Copiapo,Caldera,CALDERA,LENGUADO,0.066,0.038,0.182,0.029,0.471,0.01,0.037,0,0.077,0.042,0.01,0.007,0.969
3,Copiapo,Caldera,CALDERA,LENGUADO DE OJOS CHICOS,0.156,0.055,0.024,0.179,0.07,0.039,0.121,0.005,0.23,0.003,0.011,0.036,0.929
3,Copiapo,Caldera,CALDERA,LIQUEN GOMOSO,66.67,57.45,62.09,46.5,121.599,64.762,75.474,33.21,48.2,54.75,79.85,87.108,797.663
3,Copiapo,Caldera,CALDERA,LISA,0,0,0,0.017,0,0,0.012,0,0,0.008,0,0.015,0.052
3,Copiapo,Caldera,CALDERA,LOCO,4.893,0,0,0,0,0,2.233,0,0.07,0.12,0,0,7.316
3,Copiapo,Caldera,CALDERA,LUCHE,0.004,0,0.118,0.008,0,0.094,0,0,0.081,0.003,0.018,0.066,0.392
3,Copiapo,Caldera,CALDERA,LUGA NEGRA O CRESPA,0,0,10.2,0,0,0,0,0,0,0,0,0,10.2
3,Copiapo,Caldera,CALDERA,MACHUELO O TRITRE,0,0,0,0,0,2.84,0,36.727,0,0,0,0,39.567
3,Copiapo,Caldera,CALDERA,MARLIN,0,0,0.198,2.859,0.168,0,0,0,0.089,0,0,0,3.314
3,Copiapo,Caldera,CALDERA,MARLIN RAYADO,0,0,0.357,1.305,0.826,0.292,0.305,0,0,0,0,0,3.085
3,Copiapo,Caldera,CALDERA,MERLUZA COMUN,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015
3,Copiapo,Caldera,CALDERA,PEJEPERRO,0,0,0,0,0.012,0,0,0,0.02,0,0,0,0.032
3,Copiapo,Caldera,CALDERA,PEJERRATA O GRANADERO,0,0,0,0,0,0,0,0,0,0,0.008,0,0.008
3,Copiapo,Caldera,CALDERA,PEJERREY DE MAR,0,0,0.015,0,0,0,0.005,0,0.056,0,0,0,0.076
3,Copiapo,Caldera,CALDERA,PEJESAPO,0.041,0,0.018,0.015,0.036,0,0,0,0.018,0.005,0.021,0.016,0.17
3,Copiapo,Caldera,CALDERA,PEJEZORRO,0,0,5.032,11.655,1.666,0.277,0.561,0,0,0,0.044,0,19.235
3,Copiapo,Caldera,CALDERA,PELILLO,14.607,7.392,4.615,10.844,8.342,7.151,8.117,1.3,5.269,6.817,17.811,20.412,112.677
3,Copiapo,Caldera,CALDERA,PEZ SOL,0,0,0.083,0.607,5.027,3.979,3.26,2.557,0.266,0,0,0,15.779
3,Copiapo,Caldera,CALDERA,PIURE,0.037,0.174,0.015,0.035,0.048,0.034,0.031,0,0.007,0.021,0.076,0.078,0.556
3,Copiapo,Caldera,CALDERA,PULPO DEL NORTE,0,0,43.779,43.053,35.914,0,0,26.155,12.281,16.699,0,0,177.881
3,Copiapo,Caldera,CALDERA,ROLLIZO,0.239,0.217,0.213,0.174,0.133,0.144,0.417,0.165,0.221,0.012,0.294,0.401,2.63
3,Copiapo,Caldera,CALDERA,SARDINA ESPAÑOLA,0,0,57.525,41.595,67.785,33.855,146.963,200.38,0,0,0,0,548.103
3,Copiapo,Caldera,CALDERA,SARGO,0.055,0,0.016,0.035,0.01,0,0,0,0,0,0,0.057,0.173
3,Copiapo,Caldera,CALDERA,SIERRA,0.126,0.048,0,0,0,0.02,0,0.08,0.1,0.058,0,0,0.432
3,Copiapo,Caldera,CALDERA,TIBURON MARTILLO COMUN,0,0,0.089,0,0,0,0,0,0,0,0,0,0.089
3,Copiapo,Caldera,CALDERA,TIBURON O MARRAJO DENTUDO,0.437,1.842,5.395,2.784,5.809,0.372,0.567,0.513,0.021,0.152,0.093,0,17.985
3,Copiapo,Caldera,CALDERA,TIBURON SARDINERO,0,0,0,0.389,0.047,0.117,0.167,1.233,0.179,0,0,0.021,2.153
3,Copiapo,Caldera,CALDERA,TOLLO,0,0,0.02,0.06,0,0.045,0,0,0,0,0,0,0.125
3,Copiapo,Caldera,CALDERA,TOMOYO,0,0,0,0,0.003,0,0,0,0,0.002,0,0,0.005
3,Copiapo,Caldera,CALDERA,"VIDRIOLA, PALOMETA, DORADO O TOREMO",4.195,5.589,0.708,0.559,0,0.045,0,0.05,0.033,0,0.684,5.39,17.253
3,Copiapo,Caldera,CALDERA,VIEJA O MULATA,0.185,0.093,0.064,0.046,0.026,0.285,0.086,0,0.204,0.005,0.045,0.074,1.113
3,Copiapo,Caldera,EL CISNE,ALMEJA,0.013,0.003,0.006,0,0.008,0.006,0.003,0.006,0,0.005,0.013,0.004,0.067
3,Copiapo,Caldera,EL CISNE,APAÑADO,0,0.072,0,0.002,0,0,0,0.08,0,0,0.158,0,0.312
3,Copiapo,Caldera,EL CISNE,CABRILLA COMUN,0,0,0.01,0,0.012,0,0.018,0,0,0,0,0,0.04
3,Copiapo,Caldera,EL CISNE,CABRILLA ESPAÑOLA,0,0,0,0,0.002,0,0,0,0.002,0,0,0,0.004
3,Copiapo,Caldera,EL CISNE,CARACOL LOCATE,0.006,0.005,0.006,0,0.005,0.004,0.005,0.004,0.003,0.003,0,0,0.041
3,Copiapo,Caldera,EL CISNE,CARACOL RUBIO,0,0,0,0,0.003,0,0.005,0.003,0.003,0.002,0.014,0.003,0.033
3,Copiapo,Caldera,EL CISNE,CHOCHA,0.005,0.006,0.006,0,0.005,0.005,0.002,0,0.004,0,0.005,0.003,0.041
3,Copiapo,Caldera,EL CISNE,CHORITO,0,0.004,0,0,0,0,0,0,0,0,0.01,0,0.014
3,Copiapo,Caldera,EL CISNE,CONGRIO COLORADO,0,0,0,0,0.029,0.1,0.322,0,0,0.046,0,0,0.497
3,Copiapo,Caldera,EL CISNE,ERIZO,0,0,0.003,0,0.02,0,0.097,0.27,0.206,0.002,0,0,0.598
3,Copiapo,Caldera,EL CISNE,HUIRO NEGRO O CHASCON,38.896,39.36,62.65,67.52,102.548,49.36,14.1,18.6,18.947,40.05,89.632,23.2,564.863
3,Copiapo,Caldera,EL CISNE,HUIRO PALO,0,0,0,12,0,0,11.1,0,0,0,3,0,26.1
3,Copiapo,Caldera,EL CISNE,JAIBA MORA,0.006,0,0.003,0,0,0,0,0,0,0,0.01,0,0.019
3,Copiapo,Caldera,EL CISNE,JAIBA PELUDA O PACHONA,0,0.008,0,0,0,0,0.4,1.64,0.41,0.5,0.18,0,3.138
3,Copiapo,Caldera,EL CISNE,LAPA NEGRA,0.022,0.034,0.061,0,0.016,0.018,0.103,0.014,0.063,0.018,0.026,0.064,0.439
3,Copiapo,Caldera,EL CISNE,LENGUADO,0,0.073,0,0.052,0.22,0.158,0,0.12,0.008,0.008,0.07,0,0.709
3,Copiapo,Caldera,EL CISNE,LENGUADO DE OJOS CHICOS,0,0,0,0.012,0,0,0,0,0.001,0,0,0,0.013
3,Copiapo,Caldera,EL CISNE,LUCHE,0.01,0.005,0,0,0,0.003,0.006,0.003,0,0,0.004,0.008,0.039
3,Copiapo,Caldera,EL CISNE,PEJERREY DE MAR,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05
3,Copiapo,Caldera,EL CISNE,PIURE,0,0,0,0,0.006,0.006,0.008,0,0.01,0.003,0.003,0,0.036
3,Copiapo,Caldera,EL CISNE,PULPO DEL NORTE,0,0,6.762,7.725,11.962,0,0.58,4.543,4.259,2.156,0,0,37.987
3,Copiapo,Caldera,EL CISNE,ROLLIZO,0,0,0,0,0,0,0,0.005,0.008,0,0,0,0.013
3,Copiapo,Caldera,EL CISNE,TACA,0,0,0,0,0,0.004,0.002,0.003,0.004,0.004,0,0,0.017
3,Copiapo,Caldera,EL CISNE,VIEJA O MULATA,0,0,0,0.02,0.007,0,0.02,0.12,0.002,0,0,0,0.169
3,Copiapo,Caldera,MALDONADO,ALMEJA,0.005,0,0,0,0.005,0,0,0,0.069,0,0,0,0.079
3,Copiapo,Caldera,MALDONADO,APAÑADO,0,0.073,0.015,0,0.024,0.122,0,0.544,0,0,0,0.018,0.796
3,Copiapo,Caldera,MALDONADO,BLANQUILLO,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02
3,Copiapo,Caldera,MALDONADO,BRECA O BILAGAY,0,0,0.028,0,0,0,0,0,0,0,0,0,0.028
3,Copiapo,Caldera,MALDONADO,CABRILLA COMUN,0,0,0.02,0.082,0,0.1,0,0,0,0,0,0,0.202
3,Copiapo,Caldera,MALDONADO,CABRILLA ESPAÑOLA,0,0,0,0.045,0,0.002,0,0,0,0,0.009,0,0.056
3,Copiapo,Caldera,MALDONADO,CARACOL LOCATE,0.014,0,0.039,0.026,0.014,0,0.008,0.014,0,0,0,0,0.115
3,Copiapo,Caldera,MALDONADO,COJINOBA DEL NORTE / PIAFRI,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04
3,Copiapo,Caldera,MALDONADO,CONGRIO COLORADO,0.675,0.07,0,0.745,0,0.15,0,0.075,0.45,0.01,0.014,0.097,2.286
3,Copiapo,Caldera,MALDONADO,CONGRIO NEGRO,0.014,0,0,0,0,0,0,0,0.09,0,0,0,0.104
3,Copiapo,Caldera,MALDONADO,CORVINA,0,0.006,0,0.5,0,0,0,0,0,0.01,0,0,0.516
3,Copiapo,Caldera,MALDONADO,DORADO DE ALTURA / MAHI MAHI,0,0,0,0,0,0,0,0,0,0.007,0,0,0.007
3,Copiapo,Caldera,MALDONADO,ESPECIES MIXTAS,0.14,0,0,0,0,0,0,0,0,0,0,0,0.14
3,Copiapo,Caldera,MALDONADO,HUIRO,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1
3,Copiapo,Caldera,MALDONADO,HUIRO NEGRO O CHASCON,15.746,5.325,26.27,12.166,17.6,16.2,4,3.5,4.5,12.5,12,32.2,162.007
3,Copiapo,Caldera,MALDONADO,HUIRO PALO,0.45,0,0,4.1,0,0,0,0,0,7.1,0,0,11.65
3,Copiapo,Caldera,MALDONADO,JAIBA MORA,0,0,0.034,0,0,0,0,0,0,0,0,0,0.034
3,Copiapo,Caldera,MALDONADO,JAIBA PELUDA O PACHONA,0,0,0.025,0,0,0,0,0,0,0,0,0,0.025
3,Copiapo,Caldera,MALDONADO,JIBIA O CALAMAR ROJO,0,0,0,0,0,0,0,0,0.2,0.01,0,0,0.21
3,Copiapo,Caldera,MALDONADO,LAPA NEGRA,0.01,0,0,0.026,0.023,0.1,0.03,0.037,0,0,0,0.015,0.241
3,Copiapo,Caldera,MALDONADO,LENGUADO,0,0.105,0,0.071,0,0.06,0,0.2,0.035,0,0.06,0,0.531
3,Copiapo,Caldera,MALDONADO,LENGUADO DE OJOS CHICOS,0.003,0,0.015,0,0,0.002,0,0,0,0.005,0.005,0,0.03
3,Copiapo,Caldera,MALDONADO,LUCHE,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02
3,Copiapo,Caldera,MALDONADO,NAVAJUELA,0,0,0.048,0,0,0,0,0,0,0,0,0,0.048
3,Copiapo,Caldera,MALDONADO,PEJEPERRO,0,0.036,0,0,0.03,0.08,0,0,0,0,0.01,0,0.156
3,Copiapo,Caldera,MALDONADO,PEJESAPO,0,0,0.02,0,0.008,0,0,0,0.008,0,0,0,0.036
3,Copiapo,Caldera,MALDONADO,PIURE,0.009,0,0.049,0.009,0,0,0.007,0,0,0,0,0,0.074
3,Copiapo,Caldera,MALDONADO,PULPO DEL NORTE,0,0,5.276,5.495,12.642,0,0,2.953,2.057,0.058,0,0,28.481
3,Copiapo,Caldera,MALDONADO,ROLLIZO,0.009,0.011,0.06,0,0.042,0.035,0,0.1,0,0,0.009,0.01,0.276
3,Copiapo,Caldera,MALDONADO,SARGO,0,0,0.028,0,0,0,0,0,0,0,0,0,0.028
3,Copiapo,Caldera,MALDONADO,TOLLO,0,0,0,0,0,0.08,0,0,0,0,0,0,0.08
3,Copiapo,Caldera,MALDONADO,"VIDRIOLA, PALOMETA, DORADO O TOREMO",0.734,0.09,0,0.145,0,0.1,0,0,0,0,0.006,0,1.075
3,Copiapo,Caldera,MALDONADO,VIEJA O MULATA,0.041,0.008,0.015,0,0,0.175,0,0.56,0,0,0.008,0,0.807
3,Copiapo,Caldera,OBISPITO,ALMEJA,0.059,0.256,0.127,0.026,0.035,0.144,0.123,0.103,0.002,0.152,0.208,0.149,1.384
3,Copiapo,Caldera,OBISPITO,APAÑADO,0.006,0.03,0.005,0.098,0,0,0.083,0,0,0.078,0,0.079,0.379
3,Copiapo,Caldera,OBISPITO,CABRILLA COMUN,0,0,0,0,0,0,0,0,0,0,0,0.032,0.032
3,Copiapo,Caldera,OBISPITO,CABRILLA ESPAÑOLA,0.006,0.005,0,0,0,0,0,0,0,0,0.005,0,0.016
3,Copiapo,Caldera,OBISPITO,CARACOL LOCATE,0.009,0,0.005,0,0,0.008,0.046,0,0,0.009,0.004,0.003,0.084
3,Copiapo,Caldera,OBISPITO,CARACOL RUBIO,0,0,0,0.007,0,0.005,0.003,0,0,0,0.005,0.006,0.026
3,Copiapo,Caldera,OBISPITO,CARACOL TEGULA,0,0,0,0.003,0,0.006,0.003,0,0,0.003,0,0,0.015
3,Copiapo,Caldera,OBISPITO,CHITON O APRETADOR,0.007,0,0,0,0,0,0,0,0,0,0,0,0.007
3,Copiapo,Caldera,OBISPITO,CHORITO,0,0,0,0,0,0,0,0,0,0.26,0,0,0.26
3,Copiapo,Caldera,OBISPITO,COJINOBA DEL NORTE / PIAFRI,0,0,0.07,0,0,0,0,0,0,0.585,0,0,0.655
3,Copiapo,Caldera,OBISPITO,CONGRIO COLORADO,0.046,0.06,0.293,1.68,0.891,0.032,0.452,0.044,0.027,1.014,0.095,0.876,5.51
3,Copiapo,Caldera,OBISPITO,CONGRIO NEGRO,0,0,0,0,0.35,0,0,0,0,0,0,0,0.35
3,Copiapo,Caldera,OBISPITO,CORVINA,0.006,0,0,0.066,0,0,0,0,0,0,0,0,0.072
3,Copiapo,Caldera,OBISPITO,CULENGUE,0.007,0,0,0,0.003,0,0,0,0,0,0.002,0,0.012
3,Copiapo,Caldera,OBISPITO,DORADO DE ALTURA / MAHI MAHI,0,0,0,0,0,0,0,0,0,0.11,0,0,0.11
3,Copiapo,Caldera,OBISPITO,ERIZO,0.119,0.14,0.242,0.123,0.073,0.189,0.198,0.145,0.062,0.092,0,0,1.383
3,Copiapo,Caldera,OBISPITO,HUIRO,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5
3,Copiapo,Caldera,OBISPITO,HUIRO NEGRO O CHASCON,141.247,68.681,130.377,207.469,257.342,181.053,83.228,53.449,59.6,64.633,92.1,120.894,1460.073
3,Copiapo,Caldera,OBISPITO,HUIRO PALO,5.947,0.669,1.832,7.506,7.668,12.4,4.4,0.5,0,0,1,0,41.922
3,Copiapo,Caldera,OBISPITO,JAIBA MORA,0.105,0.068,0.042,0.011,0.029,0.008,0.032,0.038,0.031,0.002,0.025,0.019,0.41
3,Copiapo,Caldera,OBISPITO,JAIBA REMADORA,0,0,0,0,0.01,0,0,0,0,0.003,0.005,0,0.018
3,Copiapo,Caldera,OBISPITO,JUREL,0,0,0,0,0,0,0,0,0,0.095,0,0,0.095
3,Copiapo,Caldera,OBISPITO,LAPA NEGRA,0.487,0.294,0.384,0.272,0.465,0.197,0.394,0.008,0.352,0.361,0.358,0.373,3.945
3,Copiapo,Caldera,OBISPITO,LAPA ROSADA,0.005,0,0,0.052,0,0,0,0,0,0,0,0.003,0.06
3,Copiapo,Caldera,OBISPITO,LENGUADO,0,0,0.024,0.002,0.005,0,0,0,0,0.05,0,0,0.081
3,Copiapo,Caldera,OBISPITO,LENGUADO DE OJOS CHICOS,0,0.002,0,0,0,0,0,0,0,0,0.016,0,0.018
3,Copiapo,Caldera,OBISPITO,LENGUADO FINO,0,0,0,0,0,0,0,0,0,0.015,0,0,0.015
3,Copiapo,Caldera,OBISPITO,LIQUEN GOMOSO,0,0,0,0,0,0,0,0,0,0,0.26,0,0.26
3,Copiapo,Caldera,OBISPITO,LUCHE,0,0.023,0.022,0,0.046,0.012,0.1,0,0.014,0.002,0.014,0.007,0.24
3,Copiapo,Caldera,OBISPITO,NAVAJUELA,0.003,0,0,0,0,0,0,0,0,0,0,0,0.003
3,Copiapo,Caldera,OBISPITO,PEJEPERRO,0.002,0,0,0.05,0,0,0.08,0,0,0.168,0,0.08,0.38
3,Copiapo,Caldera,OBISPITO,PEJESAPO,0.005,0.008,0.005,0.007,0.006,0.008,0.01,0,0.002,0.007,0.007,0.013,0.078
3,Copiapo,Caldera,OBISPITO,PIURE,0.077,0.177,0.071,0.044,0.051,0.086,0.104,0.069,0.031,0.079,0.328,0.092,1.209
3,Copiapo,Caldera,OBISPITO,PULPO DEL NORTE,0,0,8.041,4.914,5.117,0,0,4.092,1.042,1.181,0,0,24.387
3,Copiapo,Caldera,OBISPITO,ROLLIZO,0.02,0.012,0.001,0.048,0,0.002,0,0,0,0.061,0.016,0.059,0.219
3,Copiapo,Caldera,OBISPITO,SARGO,0.005,0,0.008,0,0,0,0,0,0,0,0,0,0.013
3,Copiapo,Caldera,OBISPITO,TACA,0.004,0,0,0,0.005,0,0,0,0,0,0.001,0,0.01
3,Copiapo,Caldera,OBISPITO,"VIDRIOLA, PALOMETA, DORADO O TOREMO",0,0,0.02,0,0,0,0,0,0,0.115,0.533,8.283,8.951
3,Copiapo,Caldera,OBISPITO,VIEJA O MULATA,0.134,0.133,0.05,0.09,0.087,0.045,0.159,0.032,0.06,0.24,0.042,0.161,1.233
3,Copiapo,Caldera,PAJONALES,ALMEJA,0,0,0,0.026,0,0,0,0,0,0,0,0,0.026
3,Copiapo,Caldera,PAJONALES,APAÑADO,0,0.044,0.054,0.002,0.069,0.004,0.043,0,0,0.062,0.07,0.008,0.356
3,Copiapo,Caldera,PAJONALES,BRECA O BILAGAY,0,0,0,0,0.08,0,0,0,0,0.015,0,0,0.095
3,Copiapo,Caldera,PAJONALES,CABRILLA COMUN,0,0.079,0.042,0,0.031,0,0.005,0,0,0.06,0.021,0,0.238
3,Copiapo,Caldera,PAJONALES,CABRILLA ESPAÑOLA,0,0.013,0.042,0,0.003,0.014,0.019,0,0.021,0.021,0.032,0.016,0.181
3,Copiapo,Caldera,PAJONALES,CHOCHA,0,0,0.022,0,0,0,0,0,0,0.032,0,0,0.054
3,Copiapo,Caldera,PAJONALES,CHORITO,0,0,0,0,0,0,0,0,0,0.013,0,0,0.013
3,Copiapo,Caldera,PAJONALES,COJINOBA DEL NORTE / PIAFRI,0,0.27,0.2,0,0,0,0,0,0,0.12,0.082,0,0.672
3,Copiapo,Caldera,PAJONALES,CONGRIO COLORADO,0,0.376,0.714,0.07,0.146,0.1,0.148,0.056,0.051,0.529,0.445,0.025,2.66
